@month@day@message
18@1@20@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
19@1@21@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
20@1@22@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
21@1@23@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
22@1@24@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
23@1@25@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
24@1@26@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
25@1@27@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
26@1@28@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
27@1@29@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
28@1@30@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
29@1@31@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
30@2@1@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
31@2@2@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lluvias después de mediodía
32@2@3@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
33@2@4@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
34@2@5@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
35@2@6@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
36@2@7@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
37@2@8@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
38@2@9@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
39@2@10@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
40@2@11@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
41@2@12@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima muy frío en la noche y madrugada, por debajo de los 10°C; lloviznas durante el día
42@2@13@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima muy frío en la noche y madrugada, por debajo de los 10°C; lloviznas durante el día
43@2@14@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima frío durante el día, con temperaturas bajo cero; lluvias durante todo el día
44@2@15@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lluvias en la mañana y lloviznas en la tarde
45@2@16@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
46@2@17@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
47@2@18@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
48@2@19@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
49@2@20@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
50@2@21@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
51@2@22@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, cerca a los 5°C; lluvias durante todo el día
52@2@23@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lluvias fuertes en la mañana
53@2@24@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
54@2@25@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
55@2@26@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
56@2@27@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
57@2@28@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
58@2@29@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lluvias en la mañana
59@3@1@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
60@3@2@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
61@3@3@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
62@3@4@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
63@3@5@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
64@3@6@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
65@3@7@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
66@3@8@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lluvias durante todo el día
67@3@9@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
68@3@10@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
69@3@11@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
70@3@12@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, cerca a los 5°C; lluvias durante todo el día
71@3@13@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
72@3@14@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lluvias durante todo el día
73@3@15@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
74@3@16@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
75@3@17@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
76@3@18@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
77@3@19@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
78@3@20@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
79@3@21@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
80@3@22@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, entre 5°C y 10°C; lluvias durante todo el día
81@3@23@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
82@3@24@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
83@3@25@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, entre 5°C y 10°C; lluvias después de mediodía
84@3@26@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
85@3@27@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
86@3@28@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
87@3@29@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
88@3@30@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; temperaturas bajas, entre 5°C y 10°C; lluvias durante todo el día
89@3@31@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
90@4@1@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima frío durante el día, con temperaturas bajo cero; lloviznas durante el día
91@4@2@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
92@4@3@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío, con mínimos de hasta -10°C en la mañana y 7°C en la tarde; lloviznas durante el día
93@4@4@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lluvias durante todo el día
94@4@5@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
95@4@6@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
96@4@7@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; temperaturas bajas, cerca a los 5°C; lloviznas durante el día
97@4@8@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
98@4@9@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lluvias en la madrugada y lloviznas el resto del día
99@4@10@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
100@4@11@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
101@4@12@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
102@4@13@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
103@4@14@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
104@4@15@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
105@4@16@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
106@4@17@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
107@4@18@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lloviznas durante el día
108@4@19@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lluvias en la madrugada y lloviznas el resto del día
109@4@20@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
110@4@21@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
111@4@22@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; temperaturas bajas, entre 5°C y 10°C; lluvias durante todo el día
112@4@23@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lloviznas durante el día
113@4@24@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
114@4@25@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
115@4@26@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
116@4@27@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
117@4@28@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas en la mañana (5°C aprox.), que aumenta hasta cerca de los 10°C; lluvias fuertes a mediodía
118@4@29@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
119@4@30@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas bajas, entre 5°C y 10°C; lloviznas durante el día
120@5@1@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
121@5@2@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lluvias durante todo el día
122@5@3@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
123@5@4@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
124@5@5@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
125@5@6@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado en la mañana (10°C aprox.) y tardes más cálidas (17°C aprox.); lloviznas durante el día
126@5@7@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
127@5@8@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
128@5@9@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lluvias en la mañana
129@5@10@Tu comportamiento: Consumo normal, debido a: Humedad alta, que disminuye en la mañana hasta mediodía y aumenta en la tarde; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
130@5@11@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
131@5@12@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima frío durante el día, con máximos de hasta 12°C a mediodía y mínimo 5°C en la mañana y noche ; lloviznas durante el día
132@5@13@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
133@5@14@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana, y media en la tarde y noche; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
134@5@15@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
135@5@16@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lloviznas durante el día
136@5@17@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lloviznas durante el día
137@5@18@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lloviznas durante el día
138@5@19@Tu comportamiento: Consumo normal, debido a: Humedad baja en la mañana y noche, y alta en la tarde; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lluvias durante todo el día
139@5@20@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; mañana y noche cálida (cerca de los 22°C) y tarde templada (de al menos 10°C); lloviznas durante el día
140@5@21@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
141@5@22@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana, baja en la tarde y media en la noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
142@5@23@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
143@5@24@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
144@5@25@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lluvias en la mañana
145@5@26@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
146@5@27@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
147@5@28@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y media en la tarde y noche; temperaturas altas, entre 22°C y noches más calidas de aproximadamente 29°C; lloviznas durante el día
148@5@29@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
149@5@30@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; temperaturas altas, entre 22°C y tardes más calidas de aproximadamente 29°C; lloviznas durante el día
150@5@31@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lluvias después de mediodía
151@6@1@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; temperaturas altas, entre 22°C y tardes más calidas de aproximadamente 29°C; lloviznas durante el día
152@6@2@Tu comportamiento: Consumo normal, debido a: Humedad alta en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lluvias durante todo el día
153@6@3@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
154@6@4@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
155@6@5@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lloviznas durante el día
156@6@6@Tu comportamiento: Consumo normal, debido a: Humedad alta durante el día; clima templado entre los 10°C y máximos de hasta 18°C al mediodía; lluvias en la mañana y lloviznas en la tarde
157@6@7@Tu comportamiento: Consumo normal, debido a: Humedad media en la mañana y noche, y baja en la tarde; clima templado-cálido en la mañana (hasta 22°C) y noche templada (10°C aprox.); lloviznas durante el día
